Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	entry into host (GO:0044409)	3/13	3.344768461719186e-05	0.0296012008862147	0	0	61.51546391752577	633.9493354046144	CDH1;CBLL1;PPIA
GO_Biological_Process_2021	RNA-dependent DNA biosynthetic process (GO:0006278)	3/30	0.00044640250260442	0.1503515806293115	0	0	22.764032073310425	175.60833452775756	PIF1;HSP90AA1;PPIA
GO_Biological_Process_2021	negative regulation of DNA biosynthetic process (GO:2000279)	3/32	0.0005414210691078273	0.1503515806293115	0	0	21.191965872733736	159.39141404206077	PIF1;CDKN1A;HNRNPC
GO_Biological_Process_2021	entry of bacterium into host cell (GO:0035635)	2/8	0.0006795551666861537	0.1503515806293115	0	0	67.66666666666667	493.5655481733249	CDH1;CBLL1
GO_Biological_Process_2021	negative regulation of mitotic cell cycle phase transition (GO:1901991)	4/92	0.0011738374459389	0.2077692279311978	0	0	9.380681818181818	63.29593508345567	CDKN1A;DLG1;PSME3;FBXO5
GO_Biological_Process_2021	RNA splicing (GO:0008380)	4/98	0.0014832934752283	0.2187857875961825	0	0	8.779255319148936	57.18359473531712	PPP2CA;TRA2B;RP9;HNRNPC
GO_Biological_Process_2021	respiratory electron transport chain (GO:0022904)	2/14	0.0021657651600423	0.2455426032568851	0	0	33.82312925170068	207.5042741698455	GPD2;SLC25A13
GO_Biological_Process_2021	central nervous system neuron development (GO:0021954)	2/15	0.0024908343052083	0.2455426032568851	0	0	31.21978021978022	187.16687708215863	HSP90AA1;GBA2
GO_Biological_Process_2021	pyruvate metabolic process (GO:0006090)	3/55	0.0026353413771885	0.2455426032568851	0	0	11.804916732751783	70.10636130554923	PFKFB2;ALDOA;DLD
GO_Biological_Process_2021	mitochondrial transport (GO:0006839)	3/56	0.0027744926921681	0.2455426032568851	0	0	11.58159891071776	68.1842009003188	HSP90AA1;PITRM1;SLC25A13
GO_Biological_Process_2021	glucose metabolic process (GO:0006006)	3/62	0.0037044719565665	0.2672295452587557	0	0	10.400663987419186	58.22514848728369	BRAT1;ALDOA;SLC25A13
GO_Biological_Process_2021	negative regulation of telomere maintenance via telomerase (GO:0032211)	2/20	0.004434499847536	0.2672295452587557	0	0	22.54195011337869	122.13995997533476	PIF1;HNRNPC
GO_Biological_Process_2021	regulation of viral genome replication (GO:0045069)	3/67	0.0046086500826343	0.2672295452587557	0	0	9.58569587628866	51.56932115539997	STAU1;BANF1;PPIA
GO_Biological_Process_2021	positive regulation of peptidase activity (GO:0010952)	2/22	0.0053564969577325	0.2672295452587557	0	0	20.285714285714285	106.08302856731788	NCSTN;PSME3
GO_Biological_Process_2021	lipid droplet organization (GO:0034389)	2/22	0.0053564969577325	0.2672295452587557	0	0	20.285714285714285	106.08302856731788	FAF2;PPIA
